Codice,Versione Sigma,Disciplina,Nome,Link
REG22556,Vecchio,60 Hs h106-9.14,60 Hs H 106  UOMINI,https://www.fidal.it/risultati/2020/REG22556/Gara223.htm
REG22895,Vecchio,60m,60m A/J/P/S MASCHILI,https://www.fidal.it/risultati/2020/REG22895/Gara101.htm
REG22895,Vecchio,60 Hs h106-9.14,60 Hs H 106 P/S MASCHILI,https://www.fidal.it/risultati/2020/REG22895/Gara120.htm
REG22895,Vecchio,60m,60m A/J/P/S FEMMINILI,https://www.fidal.it/risultati/2020/REG22895/Gara201.htm
REG22895,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 J/P/S FEMMINILI,https://www.fidal.it/risultati/2020/REG22895/Gara220.htm
REG22895,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2020/REG22895/Gara320.htm
REG22895,Vecchio,60 Hs h100-9.14,60 Hs H 100 JUNIORES MASCHILI,https://www.fidal.it/risultati/2020/REG22895/Gara420.htm
REG22895,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2020/REG22895/Gara620.htm
REG22643,Vecchio,200m,200m UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara004.htm
REG22643,Vecchio,800m,800m UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara008.htm
REG22643,Vecchio,60 Hs h106-9.14,60 Hs H 106 UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara020.htm
REG22643,Vecchio,60 Hs h100-9.14,60 Hs H 100 JUNIORES M,https://www.fidal.it/risultati/2020/REG22643/Gara021.htm
REG22643,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2020/REG22643/Gara022.htm
REG22643,Vecchio,200m,200m DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara104.htm
REG22643,Vecchio,800m,800m DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara108.htm
REG22643,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara120.htm
REG22643,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2020/REG22643/Gara121.htm
REG22643,Vecchio,200m,200m UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara004.htm
REG22643,Vecchio,800m,800m UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara008.htm
REG22643,Vecchio,60 Hs h106-9.14,60 Hs H 106 UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara020.htm
REG22643,Vecchio,60 Hs h100-9.14,60 Hs H 100 JUNIORES M,https://www.fidal.it/risultati/2020/REG22643/Gara021.htm
REG22643,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2020/REG22643/Gara022.htm
REG22643,Vecchio,200m,200m DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara104.htm
REG22643,Vecchio,800m,800m DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara108.htm
REG22643,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara120.htm
REG22643,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2020/REG22643/Gara121.htm
REG22643,Vecchio,Salto triplo,Salto triplo UOMINI,https://www.fidal.it/risultati/2020/REG22643/Gara029.htm
REG22643,Vecchio,Salto in alto,Salto in alto DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara126.htm
REG22643,Vecchio,Salto in lungo,Salto in lungo DONNE,https://www.fidal.it/risultati/2020/REG22643/Gara128.htm
REG22439,Vecchio,60m,60m - RAGAZZI,https://www.fidal.it/risultati/2020/REG22439/Gara101.htm
REG22439,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZI,https://www.fidal.it/risultati/2020/REG22439/Gara120.htm
REG22439,Vecchio,60m,60m - RAGAZZE,https://www.fidal.it/risultati/2020/REG22439/Gara201.htm
REG22439,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZE,https://www.fidal.it/risultati/2020/REG22439/Gara220.htm
REG22439,Vecchio,60m,60m - RAGAZZI,https://www.fidal.it/risultati/2020/REG22439/Gara101.htm
REG22439,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZI,https://www.fidal.it/risultati/2020/REG22439/Gara120.htm
REG22439,Vecchio,60m,60m - RAGAZZE,https://www.fidal.it/risultati/2020/REG22439/Gara201.htm
REG22439,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZE,https://www.fidal.it/risultati/2020/REG22439/Gara220.htm
REG22439,Vecchio,Salto quadruplo,Salto Quadruplo - RAGAZZI,https://www.fidal.it/risultati/2020/REG22439/Gara130.htm
REG22439,Vecchio,Salto quadruplo,Salto Quadruplo - RAGAZZE,https://www.fidal.it/risultati/2020/REG22439/Gara230.htm
REG22644,Vecchio,1000m,1000m CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara009.htm
REG22644,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara020.htm
REG22644,Vecchio,1000m,1000m  CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara109.htm
REG22644,Vecchio,60 Hs h76-8.00,60 Hs H 76-8.00 CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara120.htm
REG22644,Vecchio,600m,600m RAGAZZI,https://www.fidal.it/risultati/2020/REG22644/Gara207.htm
REG22644,Vecchio,60 Hs h60-7.50,60 Hs H 60 RAGAZZI,https://www.fidal.it/risultati/2020/REG22644/Gara220.htm
REG22644,Vecchio,600m,600m RAGAZZE,https://www.fidal.it/risultati/2020/REG22644/Gara307.htm
REG22644,Vecchio,60 Hs h60-7.50,60 Hs H 60 RAGAZZE,https://www.fidal.it/risultati/2020/REG22644/Gara320.htm
REG22644,Vecchio,1000m,1000m CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara009.htm
REG22644,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara020.htm
REG22644,Vecchio,1000m,1000m  CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara109.htm
REG22644,Vecchio,60 Hs h76-8.00,60 Hs H 76-8.00 CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara120.htm
REG22644,Vecchio,600m,600m RAGAZZI,https://www.fidal.it/risultati/2020/REG22644/Gara207.htm
REG22644,Vecchio,60 Hs h60-7.50,60 Hs H 60 RAGAZZI,https://www.fidal.it/risultati/2020/REG22644/Gara220.htm
REG22644,Vecchio,600m,600m RAGAZZE,https://www.fidal.it/risultati/2020/REG22644/Gara307.htm
REG22644,Vecchio,60 Hs h60-7.50,60 Hs H 60 RAGAZZE,https://www.fidal.it/risultati/2020/REG22644/Gara320.htm
REG22644,Vecchio,Salto in alto,Salto in alto CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara026.htm
REG22644,Vecchio,Salto con l’asta,Salto con l'asta CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara027.htm
REG22644,Vecchio,Salto in lungo,Salto in lungo CADETTI,https://www.fidal.it/risultati/2020/REG22644/Gara028.htm
REG22644,Vecchio,Salto in alto,Salto in alto CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara126.htm
REG22644,Vecchio,Salto con l’asta,Salto con l'asta CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara127.htm
REG22644,Vecchio,Salto in lungo,Salto in lungo CADETTE,https://www.fidal.it/risultati/2020/REG22644/Gara128.htm
REG22917,Vecchio,60m,60m - RAGAZZI,https://www.fidal.it/risultati/2020/REG22917/Gara101.htm
REG22917,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZI,https://www.fidal.it/risultati/2020/REG22917/Gara120.htm
REG22917,Vecchio,60m,60m - RAGAZZE,https://www.fidal.it/risultati/2020/REG22917/Gara201.htm
REG22917,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZE,https://www.fidal.it/risultati/2020/REG22917/Gara220.htm
REG22917,Vecchio,1000m,1000m - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara309.htm
REG22917,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara320.htm
REG22917,Vecchio,800m,800m - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara408.htm
REG22917,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara420.htm
REG22917,Vecchio,800m,800m - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara508.htm
REG22917,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara520.htm
REG22917,Vecchio,60m,60m - RAGAZZI,https://www.fidal.it/risultati/2020/REG22917/Gara101.htm
REG22917,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZI,https://www.fidal.it/risultati/2020/REG22917/Gara120.htm
REG22917,Vecchio,60m,60m - RAGAZZE,https://www.fidal.it/risultati/2020/REG22917/Gara201.htm
REG22917,Vecchio,60 Hs h60-7.50,60 Hs H 60 - RAGAZZE,https://www.fidal.it/risultati/2020/REG22917/Gara220.htm
REG22917,Vecchio,1000m,1000m - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara309.htm
REG22917,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara320.htm
REG22917,Vecchio,800m,800m - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara408.htm
REG22917,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara420.htm
REG22917,Vecchio,800m,800m - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara508.htm
REG22917,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara520.htm
REG22917,Vecchio,Salto quadruplo,Salto Quadruplo - RAGAZZI,https://www.fidal.it/risultati/2020/REG22917/Gara130.htm
REG22917,Vecchio,Salto quadruplo,Salto Quadruplo - RAGAZZE,https://www.fidal.it/risultati/2020/REG22917/Gara230.htm
REG22917,Vecchio,Salto in alto,Salto in alto - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara326.htm
REG22917,Vecchio,Salto in lungo,Salto in lungo - ALLIEVI,https://www.fidal.it/risultati/2020/REG22917/Gara328.htm
REG22917,Vecchio,Salto in alto,Salto in alto - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara426.htm
REG22917,Vecchio,Salto in lungo,Salto in lungo - ALLIEVE,https://www.fidal.it/risultati/2020/REG22917/Gara428.htm
REG22917,Vecchio,Salto in alto,Salto in alto - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara526.htm
REG22917,Vecchio,Salto in lungo,Salto in lungo - JUNIORES F,https://www.fidal.it/risultati/2020/REG22917/Gara528.htm
REG22645,Vecchio,60m,60m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara001.htm
REG22645,Vecchio,400m,400m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara006.htm
REG22645,Vecchio,1500m,1500m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara011.htm
REG22645,Vecchio,60m,60m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara101.htm
REG22645,Vecchio,400m,400m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara106.htm
REG22645,Vecchio,1500m,1500m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara111.htm
REG22645,Vecchio,60m,60m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara001.htm
REG22645,Vecchio,400m,400m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara006.htm
REG22645,Vecchio,1500m,1500m UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara011.htm
REG22645,Vecchio,60m,60m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara101.htm
REG22645,Vecchio,400m,400m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara106.htm
REG22645,Vecchio,1500m,1500m DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara111.htm
REG22645,Vecchio,Salto in alto,Salto in alto UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara026.htm
REG22645,Vecchio,Salto in lungo,Salto in lungo UOMINI,https://www.fidal.it/risultati/2020/REG22645/Gara028.htm
REG22645,Vecchio,Salto triplo,Salto triplo DONNE,https://www.fidal.it/risultati/2020/REG22645/Gara129.htm
REG22557,Vecchio,60m,60 piani EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara031.htm
REG22557,Vecchio,60 Hs h106-9.14,60 Hs H 106 EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara035.htm
REG22557,Vecchio,1000m,1000 metri EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara037.htm
REG22557,Vecchio,60m,60 piani EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara041.htm
REG22557,Vecchio,60 Hs h100-9.14,60 Hs H 100 EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara045.htm
REG22557,Vecchio,1000m,1000 metri EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara047.htm
REG22557,Vecchio,60 Hs h84-8.50,60 Hs H 84 PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara051.htm
REG22557,Vecchio,800m,800 metri PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara055.htm
REG22557,Vecchio,60 Hs h76-8.50,60 Hs H 76 PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara061.htm
REG22557,Vecchio,800m,800 metri PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara065.htm
REG22557,Vecchio,60 Hs h91-9.14,60 Hs H 91 PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara071.htm
REG22557,Vecchio,1000m,1000 metri PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara075.htm
REG22557,Vecchio,200m,200 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara104.htm
REG22557,Vecchio,400m,400 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara106.htm
REG22557,Vecchio,800m,800 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara108.htm
REG22557,Vecchio,1500m,1500 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara111.htm
REG22557,Vecchio,Marcia 3000m,Marcia 3000m  DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara143.htm
REG22557,Vecchio,200m,200 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara204.htm
REG22557,Vecchio,400m,400 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara206.htm
REG22557,Vecchio,800m,800 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara208.htm
REG22557,Vecchio,1500m,1500 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara211.htm
REG22557,Vecchio,Marcia 5000m,Marcia 5000m  UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara245.htm
REG22557,Vecchio,60m,60 piani EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara031.htm
REG22557,Vecchio,60 Hs h106-9.14,60 Hs H 106 EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara035.htm
REG22557,Vecchio,1000m,1000 metri EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara037.htm
REG22557,Vecchio,60m,60 piani EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara041.htm
REG22557,Vecchio,60 Hs h100-9.14,60 Hs H 100 EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara045.htm
REG22557,Vecchio,1000m,1000 metri EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara047.htm
REG22557,Vecchio,60 Hs h84-8.50,60 Hs H 84 PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara051.htm
REG22557,Vecchio,800m,800 metri PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara055.htm
REG22557,Vecchio,60 Hs h76-8.50,60 Hs H 76 PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara061.htm
REG22557,Vecchio,800m,800 metri PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara065.htm
REG22557,Vecchio,60 Hs h91-9.14,60 Hs H 91 PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara071.htm
REG22557,Vecchio,1000m,1000 metri PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara075.htm
REG22557,Vecchio,200m,200 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara104.htm
REG22557,Vecchio,400m,400 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara106.htm
REG22557,Vecchio,800m,800 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara108.htm
REG22557,Vecchio,1500m,1500 metri DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara111.htm
REG22557,Vecchio,Marcia 3000m,Marcia 3000m  DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara143.htm
REG22557,Vecchio,200m,200 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara204.htm
REG22557,Vecchio,400m,400 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara206.htm
REG22557,Vecchio,800m,800 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara208.htm
REG22557,Vecchio,1500m,1500 metri UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara211.htm
REG22557,Vecchio,Marcia 5000m,Marcia 5000m  UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara245.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara032.htm
REG22557,Vecchio,Salto in alto,Salto in alto EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara034.htm
REG22557,Vecchio,Salto con l’asta,Salto con l'asta EPTATHLON UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara036.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara042.htm
REG22557,Vecchio,Salto in alto,Salto in alto EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara044.htm
REG22557,Vecchio,Salto con l’asta,Salto con l'asta EPTATHLON JUNIOR UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara046.htm
REG22557,Vecchio,Salto in alto,Salto in alto PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara052.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo PENTATHLON DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara054.htm
REG22557,Vecchio,Salto in alto,Salto in alto PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara062.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo PENTATHLON ALLIEVE,https://www.fidal.it/risultati/2020/REG22557/Gara064.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara072.htm
REG22557,Vecchio,Salto in alto,Salto in alto PENTATHLON ALLIEVI,https://www.fidal.it/risultati/2020/REG22557/Gara074.htm
REG22557,Vecchio,Salto con l’asta,Salto con l'asta  DONNE - 1 gruppo,https://www.fidal.it/risultati/2020/REG22557/Gara126.htm
REG22557,Vecchio,Salto con l’asta,Salto con l'asta  DONNE - 2 gruppo,https://www.fidal.it/risultati/2020/REG22557/Gara127.htm
REG22557,Vecchio,Salto in lungo,Salto in lungo DONNE,https://www.fidal.it/risultati/2020/REG22557/Gara128.htm
REG22557,Vecchio,Salto in alto,Salto in alto UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara226.htm
REG22557,Vecchio,Salto triplo,Salto triplo UOMINI,https://www.fidal.it/risultati/2020/REG22557/Gara229.htm
REG22646,Vecchio,Marcia 5000m,Marcia 5000m UOMINI,https://www.fidal.it/risultati/2020/REG22646/Gara045.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m DONNE,https://www.fidal.it/risultati/2020/REG22646/Gara143.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m CADETTI,https://www.fidal.it/risultati/2020/REG22646/Gara243.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m CADETTE,https://www.fidal.it/risultati/2020/REG22646/Gara343.htm
REG22646,Vecchio,Marcia 2000m,Marcia 2000m RAGAZZI,https://www.fidal.it/risultati/2020/REG22646/Gara442.htm
REG22646,Vecchio,Marcia 2000m,Marcia 2000m RAGAZZE,https://www.fidal.it/risultati/2020/REG22646/Gara542.htm
REG22646,Vecchio,Marcia 1000m,Marcia 1000m ESORDIENTI A+B F,https://www.fidal.it/risultati/2020/REG22646/Gara750.htm
REG22646,Vecchio,Marcia 1000m,Marcia 1000m ESO A+B M,https://www.fidal.it/risultati/2020/REG22646/Gara850.htm
REG22646,Vecchio,Marcia 5000m,Marcia 5000m UOMINI,https://www.fidal.it/risultati/2020/REG22646/Gara045.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m DONNE,https://www.fidal.it/risultati/2020/REG22646/Gara143.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m CADETTI,https://www.fidal.it/risultati/2020/REG22646/Gara243.htm
REG22646,Vecchio,Marcia 3000m,Marcia 3000m CADETTE,https://www.fidal.it/risultati/2020/REG22646/Gara343.htm
REG22646,Vecchio,Marcia 2000m,Marcia 2000m RAGAZZI,https://www.fidal.it/risultati/2020/REG22646/Gara442.htm
REG22646,Vecchio,Marcia 2000m,Marcia 2000m RAGAZZE,https://www.fidal.it/risultati/2020/REG22646/Gara542.htm
REG22646,Vecchio,Marcia 1000m,Marcia 1000m ESORDIENTI A+B F,https://www.fidal.it/risultati/2020/REG22646/Gara750.htm
REG22646,Vecchio,Marcia 1000m,Marcia 1000m ESO A+B M,https://www.fidal.it/risultati/2020/REG22646/Gara850.htm
REG22646,Vecchio,Salto in lungo,Salto in lungo CADETTI,https://www.fidal.it/risultati/2020/REG22646/Gara228.htm
REG22646,Vecchio,Salto in lungo,Salto in lungo CADETTE,https://www.fidal.it/risultati/2020/REG22646/Gara328.htm
REG22646,Vecchio,Salto in alto,Salto in alto RAGAZZI,https://www.fidal.it/risultati/2020/REG22646/Gara426.htm
REG22646,Vecchio,Salto in lungo,Salto in lungo RAGAZZI,https://www.fidal.it/risultati/2020/REG22646/Gara428.htm
REG22646,Vecchio,Salto in alto,Salto in alto RAGAZZE,https://www.fidal.it/risultati/2020/REG22646/Gara526.htm
REG22646,Vecchio,Salto in lungo,Salto in lungo RAGAZZE,https://www.fidal.it/risultati/2020/REG22646/Gara528.htm
REG22647,Vecchio,200m,200m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara004.htm
REG22647,Vecchio,800m,800m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara008.htm
REG22647,Vecchio,3000m,3000m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara013.htm
REG22647,Vecchio,60 Hs h106-9.14,60 Hs H 106 UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara020.htm
REG22647,Vecchio,60 Hs h100-9.14,60 Hs H 100 JUNIORES M,https://www.fidal.it/risultati/2020/REG22647/Gara021.htm
REG22647,Vecchio,60 Hs h91-9.14,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2020/REG22647/Gara022.htm
REG22647,Vecchio,200m,200m DONNE,https://www.fidal.it/risultati/2020/REG22647/Gara104.htm
REG22647,Vecchio,800m,800m DONNE,https://www.fidal.it/risultati/2020/REG22647/Gara108.htm
REG22647,Vecchio,3000m,3000m DONNE,https://www.fidal.it/risultati/2020/REG22647/Gara113.htm
REG22647,Vecchio,60 Hs h84-8.50,60 Hs H 84-8.50 DONNE,https://www.fidal.it/risultati/2020/REG22647/Gara120.htm
REG22647,Vecchio,60 Hs h76-8.50,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2020/REG22647/Gara121.htm
REG22647,Vecchio,200m,200m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara004.htm
REG22647,Vecchio,800m,800m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara008.htm
REG22647,Vecchio,3000m,3000m UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara013.htm
REG22647,Vecchio,60 Hs h106-9.14,60 Hs H 106 UOMINI,https://www.fidal.it/risultati/2020/REG22647/Gara020.htm
REG22647,Vecchio,60 Hs h100-9.14,60 Hs H 100 JUNIORES M,https://www.fidal.it/risultati/2020/REG22647/Gara021.htm
