Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
6.93,GIARDINO Fabio,SM,1994.0,RM363 SSD NISSOLINO SPORT SRL ASU,60m,https://www.fidal.it/risultati/2024/REG33752/Gara002.htm
6.93,DICATI Federico,JM,2005.0,PD131 G.S. FIAMME ORO PADOVA,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
6.93,DONATI Lorenzo,SM,1997.0,VA119 ATL. O.S.A. SARONNO LIB.,60m,https://www.fidal.it/risultati/2024/REG33674/Risultati/Gara203.html
6.93,POUYE Mouhamed,PM,2003.0,MO052 A.S. LA FRATELLANZA 1874,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
6.93,CAPORUSSO Fabrizio,AM,2007.0,FC542 LIBERTAS ATLETICA FORLI',60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
6.94,ROMANO Thomas,PM,2002.0,BG045 ATL. PIANURA BERGAMASCA,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
6.94,MOSCARDI Alessandro,SM,2000.0,FI002 ATLETICA FIRENZE MARATHON S.S.,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.94,TONELLA Loris,PM,2004.0,VE471 ASD ATLETICA BIOTEKNA,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.95,VASOLI Alessandro,PM,2003.0,VA918 VARESE ATLETICA A.S.D.,60m,https://www.fidal.it/risultati/2024/REG33674/Risultati/Gara203.html
6.95,RICCIARDI Tommaso,PM,2003.0,RM046 ASD ACSI ATLETICA CAMPIDOGLIO,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
6.95,FERRACUTI Michele,SM,2000.0,FM003 SPORT ATL. FERMO,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.95,MORSELETTO Filippo,SM,1998.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.96,GINALDI Francesco,SM,1999.0,CH183 A.S.D. UNIONE ATLETICA ABRUZZO,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
6.96,BAZZANI Matteo,AM,2007.0,BS082 POLISPORTIVA G.B. VIGHENZI,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
6.96,LIBOFSHA Denis,SM,2000.0,RN471 ATLETICA SANTAMONICA MISANO,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.96,MESSORI Andrea,SM,2000.0,RE128 ATL. REGGIO ASD,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.96,VECCHIO Giovanni,PM,2002.0,BR104 ATL.AM. CISTERNINO ECOLSERVIZI,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
6.96,PORCU Leonardo,PM,2002.0,MI080 ATL. RICCARDI MILANO 1946,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
6.96,SPANU Daniele,JM,2005.0,RM363 SSD NISSOLINO SPORT SRL ASU,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
6.97,AMATI Lorenzo,PM,2002.0,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60m,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara205.html
6.97,MOLINARI NWAGWU Ruskin,SM,2000.0,MI080 ATL. RICCARDI MILANO 1946,60m,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara205.html
6.97,CACCAMO Riccardo demetrio,JM,2005.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG33797/Risultati/Gara701.html
6.97,BERNARDI Andrea,PM,2003.0,MI080 ATL. RICCARDI MILANO 1946,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
6.97,PARIS Andrea,SM,1995.0,TS099 POLISPORTIVA TRIVENETO TRIESTE,60m,https://www.fidal.it/risultati/2024/REG33871/Risultati/Gara401.html
6.97,TITTA Jacopo,JM,2005.0,PG089 A.S.D EDUCARE CON IL MOVIMENTO,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
6.98,MAZZILLI Valerio,AM,2007.0,RM232 ASD ROMATLETICA,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
6.98,GAUZE David Desiba,PM,2003.0,VE474 GA ARISTIDE COIN VENEZIA 1949,60m,https://www.fidal.it/risultati/2024/REG33596/Gara401.htm
6.98,TADDEI Lorenzo,AM,2008.0,TR024 ASS.ATL.LIBERTAS ORVIETO,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
6.98,VERRUSO Antonio,PM,2002.0,BN800 LIBERTAS AMATORI ATLETICA LEGG,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.98,BIANCHINI Matteo,SM,1999.0,RM363 SSD NISSOLINO SPORT SRL ASU,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
6.98,TACCHINI Mattia,PM,2003.0,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
6.98,VALENTINI Riccardo,PM,2002.0,MO052 A.S. LA FRATELLANZA 1874,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
6.98,KHALIL Omar,PM,2002.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
6.98,CECCATELLI Pietro,JM,2005.0,CA002 S G AMSICORA,60m,https://www.fidal.it/risultati/2024/REG33752/Gara002.htm
6.99,MARTINO Francesco emanu,AM,2007.0,MI077 CUS PRO PATRIA MILANO,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
6.99,SMANIO Alessandro,SM,1991.0,RS195 RCF ROMA SUD,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
6.99,QUARSHIE Stefano twumas,SM,2000.0,VI626 ATL.VICENTINA,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
6.99,DAL POZZO Mattia,PM,2003.0,VE471 ASD ATLETICA BIOTEKNA,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
6.99,PALERMO Anthony vincenz,JM,2005.0,MI089 PRO SESTO ATL. CERNUSCO,60m,https://www.fidal.it/risultati/2024/REG33680/Risultati/Gara203.html
6.99,OHUA Ahouchi daniel,JM,2006.0,BG974 CUS BERGAMO ASD,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
6.99,ZIN Farias,SM,1995.0,BZ066 ATHLETIC CLUB 96 ALPERIA,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
6.99,PANERO Davide,SM,1995.0,TO001 BATTAGLIO C.U.S. TORINO ATL,60m,https://www.fidal.it/risultati/2024/REG33860/Risultati/Gara108.html
6.99,CORRADIN Luca,JM,2006.0,VE473 ATLETICA RIVIERA DEL BRENTA,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
6.99,GAETANI Lorenzo,PM,2003.0,TE138 ASD ATLETICA GRAN SASSO TERAMO,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
6.99,DENICOLO' Davide,SM,1999.0,RN471 ATLETICA SANTAMONICA MISANO,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
7.0,PADOVAN Filippo,JM,2005.0,VI626 ATL.VICENTINA,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
7.0,AKENUWA Stephen,PM,2004.0,BS318 ATL. CHIARI 1964 LIB.,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
7.0,CRISTALDI Davide,PM,2002.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.0,TRENTO Emanuele,PM,2003.0,VA119 ATL. O.S.A. SARONNO LIB.,60m,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara205.html
7.0,ORI Alessandro,SM,2000.0,MO052 A.S. LA FRATELLANZA 1874,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
7.0,GIANANTONI Marco,SM,1995.0,BO007 ASD VIRTUS SEZ. ATL. EMILSIDER,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.0,CARRETTONI Matteo,PM,2002.0,PV110 ATL. CENTO TORRI PAVIA,60m,https://www.fidal.it/risultati/2024/REG33859/Risultati/Gara101.html
7.0,PARISI Danilo,JM,2005.0,IS729 NUOVA ATLETICA ISERNIA,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.0,TAVCAR Gabriel,JM,2005.0,TS099 POLISPORTIVA TRIVENETO TRIESTE,60m,https://www.fidal.it/risultati/2024/REG33871/Risultati/Gara201.html
7.01,CARPENTARI Pietro,PM,2004.0,TN109 U.S. QUERCIA DAO CONAD,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
7.01,DI BATTISTA Andrea,AM,2007.0,FG202 U.S. FOGGIA ATL. LEGGERA,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.01,PONTIGGIA Giovanni mari,SM,1994.0,FI002 ATLETICA FIRENZE MARATHON S.S.,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.01,MILANESIO Simone,JM,2005.0,CN014 A.S.D. ATL. AVIS BRA GAS,60m,https://www.fidal.it/risultati/2024/REG33858/Risultati/Gara101.html
7.01,DANZA Alessandro,JM,2005.0,FG202 U.S. FOGGIA ATL. LEGGERA,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
7.01,POLO Andrea,PM,2004.0,VI623 ASSOCIAZIONE ATLETICA N.E.VI.,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.02,RICCI Alessandro,SM,2000.0,PG070 ATLETICA WINNER FOLIGNO,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
7.02,PALA Francis,AM,2007.0,MI307 C.B.A. CINISELLO BALSAMO ATL.,60m,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara203.html
7.02,YEBOAH MOSES Enrico,JM,2005.0,BO014 ATL. IMOLA SACMI AVIS,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
7.02,ROSSI Federico,SM,1997.0,UD030 ATLETICA MALIGNANI LIBERTAS UD,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.02,ANZIVINO Riccardo samue,PM,2002.0,VE471 ASD ATLETICA BIOTEKNA,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.02,PRATI Innocent,PM,2004.0,BO506 A.S.D. PONTEVECCHIO BOLOGNA,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
7.02,FUSARI Matteo,SM,1998.0,BG795 BERGAMO STARS ATLETICA,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
7.03,PIAZZOLLA Michele,PM,2003.0,BA754 G.S. AVIS BARLETTA A.S.D.,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.03,PIAZZI Norbert,SM,2001.0,TN131 LAGARINA CRUS TEAM,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.03,ROMANI Rocco,JM,2006.0,RM363 SSD NISSOLINO SPORT SRL ASU,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
7.03,ZOTTOLA Simone,PM,2004.0,LT302 SSD FORMIA ATL. LEGGERA A R.L.,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
7.03,KOFFI EMMA Promise,JM,2005.0,PD140 ASSINDUSTRIA SPORT,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
7.03,GIAMBELLINI Davide,PM,2002.0,VI686 ATLETICA PEDEMONTANA VENETA,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
7.03,ORLANDINI Lorenzo,SM,1998.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.03,VERA Lorenzo,JM,2006.0,CN005 ATL. MONDOVI'-ACQUA S.BERNARDO,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
7.03,BOZZA Matteo,SM,1998.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.03,MARINI Cristian,JM,2005.0,RM057 FIAMME GIALLE G. SIMONI,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
7.03,COMPAORE Abdoullatif,SM,2000.0,PD140 ASSINDUSTRIA SPORT BUR BURKINA FASO,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
7.03,ROTTIN Giacomo,JM,2006.0,TV406 ATL-ETICA SAN VENDEMIANO,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
7.03,MIANI Federico,PM,2002.0,VE474 GA ARISTIDE COIN VENEZIA 1949,60m,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara401.html
7.03,LABELLA Antonio,PM,2004.0,IS010 ATLETICA ISERNIA,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
7.03,KYEREME Michael dwabena,SM,1997.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,60m,https://www.fidal.it/risultati/2024/REG33840/Risultati/Gara201.html
7.03,MONOLO Pietro,SM,2001.0,MI089 PRO SESTO ATL. CERNUSCO,60m,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara203.html
7.03,CANNAVO' Cristian,PM,2003.0,CO023 ATL. ROVELLASCA,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
7.04,PARODO Roberto,SM,2000.0,CA038 POL JOLAO IGLESIAS,60m,https://www.fidal.it/risultati/2024/REG33752/Gara002.htm
7.04,PLENZICK Gianmarco,SM,1999.0,FI018 TOSCANA ATLETICA JOLLY,60m,https://www.fidal.it/risultati/2024/REG33593/Gara001.htm
7.04,BRIGIDA Mario,SM35,1986.0,VE471 ASD ATLETICA BIOTEKNA,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
7.04,FRAGOLA Mirco,AM,2007.0,NO020 TEAM ATLETICO-MERCURIO NOVARA,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
7.04,CREMASCHI Mattia,JM,2005.0,MO052 A.S. LA FRATELLANZA 1874,60m,https://www.fidal.it/risultati/2024/REG33819/Risultati/Gara001.html
7.04,PERRA Emanuele,JM,2005.0,MI080 ATL. RICCARDI MILANO 1946,60m,https://www.fidal.it/risultati/2024/REG33752/Gara001.htm
7.05,SILVESTRIN Riccardo,PM,2004.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,60m,https://www.fidal.it/risultati/2024/REG33871/Risultati/Gara401.html
7.05,GIZZI Lorenzo,JM,2006.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG33660/Risultati/Gara001.html
7.05,ANTONIETTI Mattia,PM,2003.0,VA119 ATL. O.S.A. SARONNO LIB.,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
7.05,DAOU Moctar agal,SM,1999.0,PV110 ATL. CENTO TORRI PAVIA,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
7.05,MOLTENI Diego,JM,2005.0,CO014 ATL. MARIANO COMENSE,60m,https://www.fidal.it/risultati/2024/REG33673/Risultati/Gara203.html
7.05,SALA Riccardo,PM,2003.0,VA119 ATL. O.S.A. SARONNO LIB.,60m,https://www.fidal.it/risultati/2024/REG33674/Risultati/Gara203.html
7.05,FERMIN GALVAN Edwin,AM,2008.0,PD146 ATLETICA LIB. S.A.N.P.,60m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara201.html
7.05,HABA Gianmarco,PM,2002.0,NA982 ATLETICA LEGGERA PORTICI,60m,https://www.fidal.it/risultati/2024/REG34127/Gara002.htm
7.05,RENOLFI Daniele,PM,2004.0,RM363 SSD NISSOLINO SPORT SRL ASU,60m,https://www.fidal.it/risultati/2024/REG33752/Gara003.htm
7.05,MELLANO Lorenzo,PM,2004.0,CN001 A.S.D. ATL. FOSSANO '75,60m,https://www.fidal.it/risultati/2024/REG33697/Risultati/Gara001.html
7.05,LATTARULO Ianko,SM,2000.0,SP573 ASD ATLETICA SPEZIA DUFERCO,60m,https://www.fidal.it/risultati/2024/REG34208/Gara101.htm
7.06,ANDREIS DE GREGORIO Asc,PM,2004.0,TO002 SISPORT SSD,60m,https://www.fidal.it/risultati/2024/REG33596/Gara401.htm
7.06,DI BERARDINO Paolo,JM,2005.0,TE138 ASD ATLETICA GRAN SASSO TERAMO,60m,https://www.fidal.it/risultati/2024/REG33668/Risultati/Gara001.html
7.06,BOSONI Giovanni,JM,2005.0,VA918 VARESE ATLETICA A.S.D.,60m,https://www.fidal.it/risultati/2024/REG33674/Risultati/Gara203.html
7.06,CABRAS Maurizio,PM,2004.0,OR030 SS ATL ORISTANO,60m,https://www.fidal.it/risultati/2024/REG33752/Gara001.htm
7.06,LUSVERTI Carlo,SM,2001.0,BR104 ATL.AM. CISTERNINO ECOLSERVIZI,60m,https://www.fidal.it/risultati/2024/REG33763/Risultati/Gara001.html
